Index,Alpha,Gamma,Reward Coef,Accuracy
1,0.7,0.7,0.0,0.6
2,0.7,0.7,1.0,1.0
3,0.7,0.7,2.0,1.0
4,0.7,0.7,3.0,1.0
5,0.7,0.7,4.0,0.8
6,0.7,0.7,5.0,0.8
7,0.7,0.7,6.0,0.8
8,0.7,0.7,7.0,0.8
9,0.7,0.7,8.0,0.8
10,0.7,0.7,9.0,0.8
11,0.7,0.7,10.0,0.8
12,0.7,0.7,11.0,0.8
13,0.7,0.7,12.0,0.8
14,0.7,0.7,13.0,0.8
15,0.7,0.7,14.0,0.8
16,0.7,0.7,15.0,0.8
17,0.7,0.7,16.0,0.8
18,0.7,0.7,17.0,0.8
19,0.7,0.7,18.0,0.8
20,0.7,0.7,19.0,0.8
21,0.7,0.7,20.0,0.8
22,0.7,0.7,21.0,0.8
23,0.7,0.7,22.0,0.8
24,0.7,0.7,23.0,0.8
25,0.7,0.7,24.0,0.6
26,0.7,0.7,25.0,0.6
27,0.7,0.7,26.0,0.6
28,0.7,0.7,27.0,0.6
29,0.7,0.7,28.0,0.6
30,0.7,0.7,29.0,0.6
31,0.7,0.7999999999999999,0.0,0.6
32,0.7,0.7999999999999999,1.0,1.0
33,0.7,0.7999999999999999,2.0,1.0
34,0.7,0.7999999999999999,3.0,1.0
35,0.7,0.7999999999999999,4.0,1.0
36,0.7,0.7999999999999999,5.0,1.0
37,0.7,0.7999999999999999,6.0,1.0
38,0.7,0.7999999999999999,7.0,1.0
39,0.7,0.7999999999999999,8.0,1.0
40,0.7,0.7999999999999999,9.0,1.0
41,0.7,0.7999999999999999,10.0,1.0
42,0.7,0.7999999999999999,11.0,1.0
43,0.7,0.7999999999999999,12.0,0.8
44,0.7,0.7999999999999999,13.0,0.8
45,0.7,0.7999999999999999,14.0,0.8
46,0.7,0.7999999999999999,15.0,0.8
47,0.7,0.7999999999999999,16.0,0.8
48,0.7,0.7999999999999999,17.0,0.8
49,0.7,0.7999999999999999,18.0,0.8
50,0.7,0.7999999999999999,19.0,0.8
51,0.7,0.7999999999999999,20.0,0.8
52,0.7,0.7999999999999999,21.0,0.8
53,0.7,0.7999999999999999,22.0,0.8
54,0.7,0.7999999999999999,23.0,0.8
55,0.7,0.7999999999999999,24.0,0.8
56,0.7,0.7999999999999999,25.0,0.8
57,0.7,0.7999999999999999,26.0,0.8
58,0.7,0.7999999999999999,27.0,0.8
59,0.7,0.7999999999999999,28.0,0.8
60,0.7,0.7999999999999999,29.0,0.8
61,0.7,0.8999999999999999,0.0,0.8
62,0.7,0.8999999999999999,1.0,0.6
63,0.7,0.8999999999999999,2.0,0.8
64,0.7,0.8999999999999999,3.0,0.6
65,0.7,0.8999999999999999,4.0,1.0
66,0.7,0.8999999999999999,5.0,0.8
67,0.7,0.8999999999999999,6.0,1.0
68,0.7,0.8999999999999999,7.0,0.8
69,0.7,0.8999999999999999,8.0,1.0
70,0.7,0.8999999999999999,9.0,1.0
71,0.7,0.8999999999999999,10.0,0.8
72,0.7,0.8999999999999999,11.0,0.8
73,0.7,0.8999999999999999,12.0,1.0
74,0.7,0.8999999999999999,13.0,1.0
75,0.7,0.8999999999999999,14.0,1.0
76,0.7,0.8999999999999999,15.0,1.0
77,0.7,0.8999999999999999,16.0,0.8
78,0.7,0.8999999999999999,17.0,1.0
79,0.7,0.8999999999999999,18.0,1.0
80,0.7,0.8999999999999999,19.0,1.0
81,0.7,0.8999999999999999,20.0,0.8
82,0.7,0.8999999999999999,21.0,1.0
83,0.7,0.8999999999999999,22.0,1.0
84,0.7,0.8999999999999999,23.0,1.0
85,0.7,0.8999999999999999,24.0,0.8
86,0.7,0.8999999999999999,25.0,0.8
87,0.7,0.8999999999999999,26.0,1.0
88,0.7,0.8999999999999999,27.0,0.8
89,0.7,0.8999999999999999,28.0,0.8
90,0.7,0.8999999999999999,29.0,0.8
91,0.7,0.9999999999999999,0.0,0.4
92,0.7,0.9999999999999999,1.0,0.4
93,0.7,0.9999999999999999,2.0,0.2
94,0.7,0.9999999999999999,3.0,0.4
95,0.7,0.9999999999999999,4.0,0.2
96,0.7,0.9999999999999999,5.0,0.4
97,0.7,0.9999999999999999,6.0,0.4
98,0.7,0.9999999999999999,7.0,0.2
99,0.7,0.9999999999999999,8.0,0.2
100,0.7,0.9999999999999999,9.0,0.2
101,0.7,0.9999999999999999,10.0,0.4
102,0.7,0.9999999999999999,11.0,0.2
103,0.7,0.9999999999999999,12.0,0.4
104,0.7,0.9999999999999999,13.0,0.2
105,0.7,0.9999999999999999,14.0,0.4
106,0.7,0.9999999999999999,15.0,0.2
107,0.7,0.9999999999999999,16.0,0.4
108,0.7,0.9999999999999999,17.0,0.2
109,0.7,0.9999999999999999,18.0,0.4
110,0.7,0.9999999999999999,19.0,0.4
111,0.7,0.9999999999999999,20.0,0.2
112,0.7,0.9999999999999999,21.0,0.4
113,0.7,0.9999999999999999,22.0,0.4
114,0.7,0.9999999999999999,23.0,0.6
115,0.7,0.9999999999999999,24.0,0.2
116,0.7,0.9999999999999999,25.0,0.6
117,0.7,0.9999999999999999,26.0,0.2
118,0.7,0.9999999999999999,27.0,0.2
119,0.7,0.9999999999999999,28.0,0.6
120,0.7,0.9999999999999999,29.0,0.2
121,0.7999999999999999,0.7,0.0,0.6
122,0.7999999999999999,0.7,1.0,1.0
123,0.7999999999999999,0.7,2.0,1.0
124,0.7999999999999999,0.7,3.0,1.0
125,0.7999999999999999,0.7,4.0,0.8
126,0.7999999999999999,0.7,5.0,0.8
127,0.7999999999999999,0.7,6.0,0.8
128,0.7999999999999999,0.7,7.0,0.8
129,0.7999999999999999,0.7,8.0,0.8
130,0.7999999999999999,0.7,9.0,0.8
131,0.7999999999999999,0.7,10.0,0.8
132,0.7999999999999999,0.7,11.0,0.8
133,0.7999999999999999,0.7,12.0,0.8
134,0.7999999999999999,0.7,13.0,0.8
135,0.7999999999999999,0.7,14.0,0.8
136,0.7999999999999999,0.7,15.0,0.8
137,0.7999999999999999,0.7,16.0,0.8
138,0.7999999999999999,0.7,17.0,0.8
139,0.7999999999999999,0.7,18.0,0.8
140,0.7999999999999999,0.7,19.0,0.8
141,0.7999999999999999,0.7,20.0,0.8
142,0.7999999999999999,0.7,21.0,0.8
143,0.7999999999999999,0.7,22.0,0.8
144,0.7999999999999999,0.7,23.0,0.8
145,0.7999999999999999,0.7,24.0,0.6
146,0.7999999999999999,0.7,25.0,0.6
147,0.7999999999999999,0.7,26.0,0.6
148,0.7999999999999999,0.7,27.0,0.6
149,0.7999999999999999,0.7,28.0,0.6
150,0.7999999999999999,0.7,29.0,0.6
151,0.7999999999999999,0.7999999999999999,0.0,0.6
152,0.7999999999999999,0.7999999999999999,1.0,1.0
153,0.7999999999999999,0.7999999999999999,2.0,1.0
154,0.7999999999999999,0.7999999999999999,3.0,1.0
155,0.7999999999999999,0.7999999999999999,4.0,1.0
156,0.7999999999999999,0.7999999999999999,5.0,1.0
157,0.7999999999999999,0.7999999999999999,6.0,1.0
158,0.7999999999999999,0.7999999999999999,7.0,1.0
159,0.7999999999999999,0.7999999999999999,8.0,1.0
160,0.7999999999999999,0.7999999999999999,9.0,1.0
161,0.7999999999999999,0.7999999999999999,10.0,1.0
162,0.7999999999999999,0.7999999999999999,11.0,1.0
163,0.7999999999999999,0.7999999999999999,12.0,0.8
164,0.7999999999999999,0.7999999999999999,13.0,0.8
165,0.7999999999999999,0.7999999999999999,14.0,0.8
166,0.7999999999999999,0.7999999999999999,15.0,0.8
167,0.7999999999999999,0.7999999999999999,16.0,0.8
168,0.7999999999999999,0.7999999999999999,17.0,0.8
169,0.7999999999999999,0.7999999999999999,18.0,0.8
170,0.7999999999999999,0.7999999999999999,19.0,0.8
171,0.7999999999999999,0.7999999999999999,20.0,0.8
172,0.7999999999999999,0.7999999999999999,21.0,0.8
173,0.7999999999999999,0.7999999999999999,22.0,0.8
174,0.7999999999999999,0.7999999999999999,23.0,0.8
175,0.7999999999999999,0.7999999999999999,24.0,0.8
176,0.7999999999999999,0.7999999999999999,25.0,0.8
177,0.7999999999999999,0.7999999999999999,26.0,0.8
178,0.7999999999999999,0.7999999999999999,27.0,0.8
179,0.7999999999999999,0.7999999999999999,28.0,0.8
180,0.7999999999999999,0.7999999999999999,29.0,0.8
181,0.7999999999999999,0.8999999999999999,0.0,0.6
182,0.7999999999999999,0.8999999999999999,1.0,1.0
183,0.7999999999999999,0.8999999999999999,2.0,1.0
184,0.7999999999999999,0.8999999999999999,3.0,1.0
185,0.7999999999999999,0.8999999999999999,4.0,0.8
186,0.7999999999999999,0.8999999999999999,5.0,1.0
187,0.7999999999999999,0.8999999999999999,6.0,1.0
188,0.7999999999999999,0.8999999999999999,7.0,1.0
189,0.7999999999999999,0.8999999999999999,8.0,1.0
190,0.7999999999999999,0.8999999999999999,9.0,1.0
191,0.7999999999999999,0.8999999999999999,10.0,0.8
192,0.7999999999999999,0.8999999999999999,11.0,1.0
193,0.7999999999999999,0.8999999999999999,12.0,1.0
194,0.7999999999999999,0.8999999999999999,13.0,1.0
195,0.7999999999999999,0.8999999999999999,14.0,1.0
196,0.7999999999999999,0.8999999999999999,15.0,1.0
197,0.7999999999999999,0.8999999999999999,16.0,1.0
198,0.7999999999999999,0.8999999999999999,17.0,1.0
199,0.7999999999999999,0.8999999999999999,18.0,1.0
200,0.7999999999999999,0.8999999999999999,19.0,1.0
201,0.7999999999999999,0.8999999999999999,20.0,1.0
202,0.7999999999999999,0.8999999999999999,21.0,1.0
203,0.7999999999999999,0.8999999999999999,22.0,1.0
204,0.7999999999999999,0.8999999999999999,23.0,1.0
205,0.7999999999999999,0.8999999999999999,24.0,1.0
206,0.7999999999999999,0.8999999999999999,25.0,1.0
207,0.7999999999999999,0.8999999999999999,26.0,1.0
208,0.7999999999999999,0.8999999999999999,27.0,1.0
209,0.7999999999999999,0.8999999999999999,28.0,1.0
210,0.7999999999999999,0.8999999999999999,29.0,0.8
211,0.7999999999999999,0.9999999999999999,0.0,0.2
212,0.7999999999999999,0.9999999999999999,1.0,0.2
213,0.7999999999999999,0.9999999999999999,2.0,0.2
214,0.7999999999999999,0.9999999999999999,3.0,0.4
215,0.7999999999999999,0.9999999999999999,4.0,0.4
216,0.7999999999999999,0.9999999999999999,5.0,0.4
217,0.7999999999999999,0.9999999999999999,6.0,0.4
218,0.7999999999999999,0.9999999999999999,7.0,0.4
219,0.7999999999999999,0.9999999999999999,8.0,0.2
220,0.7999999999999999,0.9999999999999999,9.0,0.4
221,0.7999999999999999,0.9999999999999999,10.0,0.4
222,0.7999999999999999,0.9999999999999999,11.0,0.0
223,0.7999999999999999,0.9999999999999999,12.0,0.4
224,0.7999999999999999,0.9999999999999999,13.0,0.4
225,0.7999999999999999,0.9999999999999999,14.0,0.4
226,0.7999999999999999,0.9999999999999999,15.0,0.6
227,0.7999999999999999,0.9999999999999999,16.0,0.4
228,0.7999999999999999,0.9999999999999999,17.0,0.2
229,0.7999999999999999,0.9999999999999999,18.0,0.2
230,0.7999999999999999,0.9999999999999999,19.0,0.4
231,0.7999999999999999,0.9999999999999999,20.0,0.4
232,0.7999999999999999,0.9999999999999999,21.0,0.2
233,0.7999999999999999,0.9999999999999999,22.0,0.0
234,0.7999999999999999,0.9999999999999999,23.0,0.6
235,0.7999999999999999,0.9999999999999999,24.0,0.2
236,0.7999999999999999,0.9999999999999999,25.0,0.4
237,0.7999999999999999,0.9999999999999999,26.0,0.2
238,0.7999999999999999,0.9999999999999999,27.0,0.2
239,0.7999999999999999,0.9999999999999999,28.0,0.2
240,0.7999999999999999,0.9999999999999999,29.0,0.2
241,0.8999999999999999,0.7,0.0,0.6
242,0.8999999999999999,0.7,1.0,1.0
243,0.8999999999999999,0.7,2.0,1.0
244,0.8999999999999999,0.7,3.0,1.0
245,0.8999999999999999,0.7,4.0,0.8
246,0.8999999999999999,0.7,5.0,0.8
247,0.8999999999999999,0.7,6.0,0.8
248,0.8999999999999999,0.7,7.0,0.8
249,0.8999999999999999,0.7,8.0,0.8
250,0.8999999999999999,0.7,9.0,0.8
251,0.8999999999999999,0.7,10.0,0.8
252,0.8999999999999999,0.7,11.0,0.8
253,0.8999999999999999,0.7,12.0,0.8
254,0.8999999999999999,0.7,13.0,0.8
255,0.8999999999999999,0.7,14.0,0.8
256,0.8999999999999999,0.7,15.0,0.8
257,0.8999999999999999,0.7,16.0,0.8
258,0.8999999999999999,0.7,17.0,0.8
259,0.8999999999999999,0.7,18.0,0.8
260,0.8999999999999999,0.7,19.0,0.8
261,0.8999999999999999,0.7,20.0,0.8
262,0.8999999999999999,0.7,21.0,0.8
263,0.8999999999999999,0.7,22.0,0.8
264,0.8999999999999999,0.7,23.0,0.8
265,0.8999999999999999,0.7,24.0,0.6
266,0.8999999999999999,0.7,25.0,0.6
267,0.8999999999999999,0.7,26.0,0.6
268,0.8999999999999999,0.7,27.0,0.6
269,0.8999999999999999,0.7,28.0,0.6
270,0.8999999999999999,0.7,29.0,0.6
271,0.8999999999999999,0.7999999999999999,0.0,0.8
272,0.8999999999999999,0.7999999999999999,1.0,1.0
273,0.8999999999999999,0.7999999999999999,2.0,1.0
274,0.8999999999999999,0.7999999999999999,3.0,1.0
275,0.8999999999999999,0.7999999999999999,4.0,1.0
276,0.8999999999999999,0.7999999999999999,5.0,1.0
277,0.8999999999999999,0.7999999999999999,6.0,1.0
278,0.8999999999999999,0.7999999999999999,7.0,1.0
279,0.8999999999999999,0.7999999999999999,8.0,1.0
280,0.8999999999999999,0.7999999999999999,9.0,1.0
281,0.8999999999999999,0.7999999999999999,10.0,1.0
282,0.8999999999999999,0.7999999999999999,11.0,1.0
283,0.8999999999999999,0.7999999999999999,12.0,0.8
284,0.8999999999999999,0.7999999999999999,13.0,0.8
285,0.8999999999999999,0.7999999999999999,14.0,0.8
286,0.8999999999999999,0.7999999999999999,15.0,0.8
287,0.8999999999999999,0.7999999999999999,16.0,0.8
288,0.8999999999999999,0.7999999999999999,17.0,0.8
289,0.8999999999999999,0.7999999999999999,18.0,0.8
290,0.8999999999999999,0.7999999999999999,19.0,0.8
291,0.8999999999999999,0.7999999999999999,20.0,0.8
292,0.8999999999999999,0.7999999999999999,21.0,0.8
293,0.8999999999999999,0.7999999999999999,22.0,0.8
294,0.8999999999999999,0.7999999999999999,23.0,0.8
295,0.8999999999999999,0.7999999999999999,24.0,0.8
296,0.8999999999999999,0.7999999999999999,25.0,0.8
297,0.8999999999999999,0.7999999999999999,26.0,0.8
298,0.8999999999999999,0.7999999999999999,27.0,0.8
299,0.8999999999999999,0.7999999999999999,28.0,0.8
300,0.8999999999999999,0.7999999999999999,29.0,0.8
301,0.8999999999999999,0.8999999999999999,0.0,0.6
302,0.8999999999999999,0.8999999999999999,1.0,0.8
303,0.8999999999999999,0.8999999999999999,2.0,1.0
304,0.8999999999999999,0.8999999999999999,3.0,0.8
305,0.8999999999999999,0.8999999999999999,4.0,1.0
306,0.8999999999999999,0.8999999999999999,5.0,1.0
307,0.8999999999999999,0.8999999999999999,6.0,1.0
308,0.8999999999999999,0.8999999999999999,7.0,1.0
309,0.8999999999999999,0.8999999999999999,8.0,1.0
310,0.8999999999999999,0.8999999999999999,9.0,1.0
311,0.8999999999999999,0.8999999999999999,10.0,1.0
312,0.8999999999999999,0.8999999999999999,11.0,1.0
313,0.8999999999999999,0.8999999999999999,12.0,1.0
314,0.8999999999999999,0.8999999999999999,13.0,1.0
315,0.8999999999999999,0.8999999999999999,14.0,1.0
316,0.8999999999999999,0.8999999999999999,15.0,1.0
317,0.8999999999999999,0.8999999999999999,16.0,1.0
318,0.8999999999999999,0.8999999999999999,17.0,0.8
319,0.8999999999999999,0.8999999999999999,18.0,1.0
320,0.8999999999999999,0.8999999999999999,19.0,1.0
321,0.8999999999999999,0.8999999999999999,20.0,1.0
322,0.8999999999999999,0.8999999999999999,21.0,1.0
323,0.8999999999999999,0.8999999999999999,22.0,0.8
324,0.8999999999999999,0.8999999999999999,23.0,1.0
325,0.8999999999999999,0.8999999999999999,24.0,1.0
326,0.8999999999999999,0.8999999999999999,25.0,1.0
327,0.8999999999999999,0.8999999999999999,26.0,1.0
328,0.8999999999999999,0.8999999999999999,27.0,1.0
329,0.8999999999999999,0.8999999999999999,28.0,0.8
330,0.8999999999999999,0.8999999999999999,29.0,0.8
331,0.8999999999999999,0.9999999999999999,0.0,0.6
332,0.8999999999999999,0.9999999999999999,1.0,0.2
333,0.8999999999999999,0.9999999999999999,2.0,0.4
334,0.8999999999999999,0.9999999999999999,3.0,0.6
335,0.8999999999999999,0.9999999999999999,4.0,0.6
336,0.8999999999999999,0.9999999999999999,5.0,0.4
337,0.8999999999999999,0.9999999999999999,6.0,0.2
338,0.8999999999999999,0.9999999999999999,7.0,0.2
339,0.8999999999999999,0.9999999999999999,8.0,0.0
340,0.8999999999999999,0.9999999999999999,9.0,0.2
341,0.8999999999999999,0.9999999999999999,10.0,0.2
342,0.8999999999999999,0.9999999999999999,11.0,0.0
343,0.8999999999999999,0.9999999999999999,12.0,0.2
344,0.8999999999999999,0.9999999999999999,13.0,0.2
345,0.8999999999999999,0.9999999999999999,14.0,0.0
346,0.8999999999999999,0.9999999999999999,15.0,0.4
347,0.8999999999999999,0.9999999999999999,16.0,0.2
348,0.8999999999999999,0.9999999999999999,17.0,0.2
349,0.8999999999999999,0.9999999999999999,18.0,0.2
350,0.8999999999999999,0.9999999999999999,19.0,0.2
351,0.8999999999999999,0.9999999999999999,20.0,0.4
352,0.8999999999999999,0.9999999999999999,21.0,0.2
353,0.8999999999999999,0.9999999999999999,22.0,0.4
354,0.8999999999999999,0.9999999999999999,23.0,0.4
355,0.8999999999999999,0.9999999999999999,24.0,0.2
356,0.8999999999999999,0.9999999999999999,25.0,0.2
357,0.8999999999999999,0.9999999999999999,26.0,0.0
358,0.8999999999999999,0.9999999999999999,27.0,0.2
359,0.8999999999999999,0.9999999999999999,28.0,0.2
360,0.8999999999999999,0.9999999999999999,29.0,0.2
361,0.9999999999999999,0.7,0.0,0.8
362,0.9999999999999999,0.7,1.0,1.0
363,0.9999999999999999,0.7,2.0,1.0
364,0.9999999999999999,0.7,3.0,1.0
365,0.9999999999999999,0.7,4.0,0.8
366,0.9999999999999999,0.7,5.0,0.8
367,0.9999999999999999,0.7,6.0,0.8
368,0.9999999999999999,0.7,7.0,0.8
369,0.9999999999999999,0.7,8.0,0.8
370,0.9999999999999999,0.7,9.0,0.8
371,0.9999999999999999,0.7,10.0,0.8
372,0.9999999999999999,0.7,11.0,0.8
373,0.9999999999999999,0.7,12.0,0.8
374,0.9999999999999999,0.7,13.0,0.8
375,0.9999999999999999,0.7,14.0,0.8
376,0.9999999999999999,0.7,15.0,0.8
377,0.9999999999999999,0.7,16.0,0.8
378,0.9999999999999999,0.7,17.0,0.8
379,0.9999999999999999,0.7,18.0,0.8
380,0.9999999999999999,0.7,19.0,0.8
381,0.9999999999999999,0.7,20.0,0.8
382,0.9999999999999999,0.7,21.0,0.8
383,0.9999999999999999,0.7,22.0,0.8
384,0.9999999999999999,0.7,23.0,0.8
385,0.9999999999999999,0.7,24.0,0.6
386,0.9999999999999999,0.7,25.0,0.6
387,0.9999999999999999,0.7,26.0,0.6
388,0.9999999999999999,0.7,27.0,0.6
389,0.9999999999999999,0.7,28.0,0.6
390,0.9999999999999999,0.7,29.0,0.6
391,0.9999999999999999,0.7999999999999999,0.0,0.8
392,0.9999999999999999,0.7999999999999999,1.0,1.0
393,0.9999999999999999,0.7999999999999999,2.0,1.0
394,0.9999999999999999,0.7999999999999999,3.0,1.0
395,0.9999999999999999,0.7999999999999999,4.0,1.0
396,0.9999999999999999,0.7999999999999999,5.0,1.0
397,0.9999999999999999,0.7999999999999999,6.0,1.0
398,0.9999999999999999,0.7999999999999999,7.0,1.0
399,0.9999999999999999,0.7999999999999999,8.0,1.0
400,0.9999999999999999,0.7999999999999999,9.0,1.0
401,0.9999999999999999,0.7999999999999999,10.0,1.0
402,0.9999999999999999,0.7999999999999999,11.0,1.0
403,0.9999999999999999,0.7999999999999999,12.0,0.8
404,0.9999999999999999,0.7999999999999999,13.0,0.8
405,0.9999999999999999,0.7999999999999999,14.0,0.8
406,0.9999999999999999,0.7999999999999999,15.0,0.8
407,0.9999999999999999,0.7999999999999999,16.0,0.8
408,0.9999999999999999,0.7999999999999999,17.0,0.8
409,0.9999999999999999,0.7999999999999999,18.0,0.8
410,0.9999999999999999,0.7999999999999999,19.0,0.8
411,0.9999999999999999,0.7999999999999999,20.0,0.8
412,0.9999999999999999,0.7999999999999999,21.0,0.8
413,0.9999999999999999,0.7999999999999999,22.0,0.8
414,0.9999999999999999,0.7999999999999999,23.0,0.8
415,0.9999999999999999,0.7999999999999999,24.0,0.8
416,0.9999999999999999,0.7999999999999999,25.0,0.8
417,0.9999999999999999,0.7999999999999999,26.0,0.8
418,0.9999999999999999,0.7999999999999999,27.0,0.8
419,0.9999999999999999,0.7999999999999999,28.0,0.8
420,0.9999999999999999,0.7999999999999999,29.0,0.8
421,0.9999999999999999,0.8999999999999999,0.0,0.8
422,0.9999999999999999,0.8999999999999999,1.0,1.0
423,0.9999999999999999,0.8999999999999999,2.0,1.0
424,0.9999999999999999,0.8999999999999999,3.0,1.0
425,0.9999999999999999,0.8999999999999999,4.0,1.0
426,0.9999999999999999,0.8999999999999999,5.0,1.0
427,0.9999999999999999,0.8999999999999999,6.0,0.8
428,0.9999999999999999,0.8999999999999999,7.0,1.0
429,0.9999999999999999,0.8999999999999999,8.0,1.0
430,0.9999999999999999,0.8999999999999999,9.0,1.0
431,0.9999999999999999,0.8999999999999999,10.0,1.0
432,0.9999999999999999,0.8999999999999999,11.0,1.0
433,0.9999999999999999,0.8999999999999999,12.0,1.0
434,0.9999999999999999,0.8999999999999999,13.0,1.0
435,0.9999999999999999,0.8999999999999999,14.0,1.0
436,0.9999999999999999,0.8999999999999999,15.0,1.0
437,0.9999999999999999,0.8999999999999999,16.0,1.0
438,0.9999999999999999,0.8999999999999999,17.0,1.0
439,0.9999999999999999,0.8999999999999999,18.0,1.0
440,0.9999999999999999,0.8999999999999999,19.0,1.0
441,0.9999999999999999,0.8999999999999999,20.0,1.0
442,0.9999999999999999,0.8999999999999999,21.0,1.0
443,0.9999999999999999,0.8999999999999999,22.0,1.0
444,0.9999999999999999,0.8999999999999999,23.0,1.0
445,0.9999999999999999,0.8999999999999999,24.0,1.0
446,0.9999999999999999,0.8999999999999999,25.0,1.0
447,0.9999999999999999,0.8999999999999999,26.0,1.0
448,0.9999999999999999,0.8999999999999999,27.0,0.8
449,0.9999999999999999,0.8999999999999999,28.0,1.0
450,0.9999999999999999,0.8999999999999999,29.0,0.8
451,0.9999999999999999,0.9999999999999999,0.0,0.6
452,0.9999999999999999,0.9999999999999999,1.0,0.0
453,0.9999999999999999,0.9999999999999999,2.0,0.0
454,0.9999999999999999,0.9999999999999999,3.0,0.0
455,0.9999999999999999,0.9999999999999999,4.0,0.0
456,0.9999999999999999,0.9999999999999999,5.0,0.2
457,0.9999999999999999,0.9999999999999999,6.0,0.0
458,0.9999999999999999,0.9999999999999999,7.0,0.2
459,0.9999999999999999,0.9999999999999999,8.0,0.0
460,0.9999999999999999,0.9999999999999999,9.0,0.2
461,0.9999999999999999,0.9999999999999999,10.0,0.0
462,0.9999999999999999,0.9999999999999999,11.0,0.0
463,0.9999999999999999,0.9999999999999999,12.0,0.0
464,0.9999999999999999,0.9999999999999999,13.0,0.0
465,0.9999999999999999,0.9999999999999999,14.0,0.0
466,0.9999999999999999,0.9999999999999999,15.0,0.0
467,0.9999999999999999,0.9999999999999999,16.0,0.0
468,0.9999999999999999,0.9999999999999999,17.0,0.2
469,0.9999999999999999,0.9999999999999999,18.0,0.0
470,0.9999999999999999,0.9999999999999999,19.0,0.2
471,0.9999999999999999,0.9999999999999999,20.0,0.0
472,0.9999999999999999,0.9999999999999999,21.0,0.2
473,0.9999999999999999,0.9999999999999999,22.0,0.0
474,0.9999999999999999,0.9999999999999999,23.0,0.2
475,0.9999999999999999,0.9999999999999999,24.0,0.0
476,0.9999999999999999,0.9999999999999999,25.0,0.0
477,0.9999999999999999,0.9999999999999999,26.0,0.2
478,0.9999999999999999,0.9999999999999999,27.0,0.2
479,0.9999999999999999,0.9999999999999999,28.0,0.0
480,0.9999999999999999,0.9999999999999999,29.0,0.0
481,0.7,0.7,0.0,0.6
482,0.7,0.7,1.0,1.0
483,0.7,0.7,2.0,1.0
484,0.7,0.7,3.0,1.0
485,0.7,0.7,4.0,0.8
486,0.7,0.7,5.0,0.8
487,0.7,0.7,6.0,0.8
488,0.7,0.7,7.0,0.8
489,0.7,0.7,8.0,0.8
