Index,Alpha,Gamma,Reward Coef,Accuracy
976,0.7,0.7,15.0,0.8
977,0.7,0.7,16.0,0.8
978,0.7,0.7,17.0,0.8
979,0.7,0.7,18.0,0.8
980,0.7,0.7,19.0,0.8
981,0.7,0.7,20.0,0.8
982,0.7,0.7,21.0,0.8
983,0.7,0.7,22.0,0.8
984,0.7,0.7,23.0,0.8
985,0.7,0.7,24.0,0.6
986,0.7,0.7,25.0,0.6
987,0.7,0.7,26.0,0.6
988,0.7,0.7,27.0,0.6
989,0.7,0.7,28.0,0.6
990,0.7,0.7,29.0,0.6
991,0.7,0.7999999999999999,0.0,0.8
992,0.7,0.7999999999999999,1.0,1.0
993,0.7,0.7999999999999999,2.0,1.0
994,0.7,0.7999999999999999,3.0,1.0
995,0.7,0.7999999999999999,4.0,1.0
996,0.7,0.7999999999999999,5.0,1.0
997,0.7,0.7999999999999999,6.0,1.0
998,0.7,0.7999999999999999,7.0,1.0
999,0.7,0.7999999999999999,8.0,1.0
1000,0.7,0.7999999999999999,9.0,1.0
1001,0.7,0.7999999999999999,10.0,1.0
1002,0.7,0.7999999999999999,11.0,1.0
1003,0.7,0.7999999999999999,12.0,0.8
1004,0.7,0.7999999999999999,13.0,0.8
1005,0.7,0.7999999999999999,14.0,0.8
1006,0.7,0.7999999999999999,15.0,0.8
1007,0.7,0.7999999999999999,16.0,0.8
1008,0.7,0.7999999999999999,17.0,0.8
1009,0.7,0.7999999999999999,18.0,0.8
1010,0.7,0.7999999999999999,19.0,0.8
1011,0.7,0.7999999999999999,20.0,0.8
1012,0.7,0.7999999999999999,21.0,0.8
1013,0.7,0.7999999999999999,22.0,0.8
1014,0.7,0.7999999999999999,23.0,0.8
1015,0.7,0.7999999999999999,24.0,0.8
1016,0.7,0.7999999999999999,25.0,0.8
1017,0.7,0.7999999999999999,26.0,0.8
1018,0.7,0.7999999999999999,27.0,0.8
1019,0.7,0.7999999999999999,28.0,0.8
1020,0.7,0.7999999999999999,29.0,0.8
1021,0.7,0.8999999999999999,0.0,0.8
1022,0.7,0.8999999999999999,1.0,0.8
1023,0.7,0.8999999999999999,2.0,0.8
1024,0.7,0.8999999999999999,3.0,1.0
1025,0.7,0.8999999999999999,4.0,0.8
1026,0.7,0.8999999999999999,5.0,1.0
1027,0.7,0.8999999999999999,6.0,0.8
1028,0.7,0.8999999999999999,7.0,0.8
1029,0.7,0.8999999999999999,8.0,1.0
1030,0.7,0.8999999999999999,9.0,0.8
1031,0.7,0.8999999999999999,10.0,1.0
1032,0.7,0.8999999999999999,11.0,0.8
1033,0.7,0.8999999999999999,12.0,0.8
1034,0.7,0.8999999999999999,13.0,1.0
1035,0.7,0.8999999999999999,14.0,1.0
1036,0.7,0.8999999999999999,15.0,1.0
1037,0.7,0.8999999999999999,16.0,0.8
1038,0.7,0.8999999999999999,17.0,1.0
1039,0.7,0.8999999999999999,18.0,1.0
1040,0.7,0.8999999999999999,19.0,1.0
1041,0.7,0.8999999999999999,20.0,1.0
1042,0.7,0.8999999999999999,21.0,1.0
1043,0.7,0.8999999999999999,22.0,1.0
1044,0.7,0.8999999999999999,23.0,0.8
1045,0.7,0.8999999999999999,24.0,1.0
1046,0.7,0.8999999999999999,25.0,0.8
1047,0.7,0.8999999999999999,26.0,0.8
1048,0.7,0.8999999999999999,27.0,0.8
1049,0.7,0.8999999999999999,28.0,0.8
1050,0.7,0.8999999999999999,29.0,0.8
1051,0.7,0.9999999999999999,0.0,0.2
1052,0.7,0.9999999999999999,1.0,0.6
1053,0.7,0.9999999999999999,2.0,0.4
1054,0.7,0.9999999999999999,3.0,0.2
1055,0.7,0.9999999999999999,4.0,0.6
1056,0.7,0.9999999999999999,5.0,0.4
1057,0.7,0.9999999999999999,6.0,0.4
1058,0.7,0.9999999999999999,7.0,0.6
1059,0.7,0.9999999999999999,8.0,0.6
1060,0.7,0.9999999999999999,9.0,0.2
1061,0.7,0.9999999999999999,10.0,0.2
1062,0.7,0.9999999999999999,11.0,0.2
1063,0.7,0.9999999999999999,12.0,0.2
1064,0.7,0.9999999999999999,13.0,0.6
1065,0.7,0.9999999999999999,14.0,0.4
1066,0.7,0.9999999999999999,15.0,0.4
1067,0.7,0.9999999999999999,16.0,0.0
1068,0.7,0.9999999999999999,17.0,0.2
1069,0.7,0.9999999999999999,18.0,0.6
1070,0.7,0.9999999999999999,19.0,0.4
1071,0.7,0.9999999999999999,20.0,0.4
1072,0.7,0.9999999999999999,21.0,0.0
1073,0.7,0.9999999999999999,22.0,0.2
1074,0.7,0.9999999999999999,23.0,0.4
1075,0.7,0.9999999999999999,24.0,0.2
1076,0.7,0.9999999999999999,25.0,0.2
1077,0.7,0.9999999999999999,26.0,0.4
1078,0.7,0.9999999999999999,27.0,0.4
1079,0.7,0.9999999999999999,28.0,0.2
1080,0.7,0.9999999999999999,29.0,0.2
1081,0.7999999999999999,0.7,0.0,0.8
1082,0.7999999999999999,0.7,1.0,1.0
1083,0.7999999999999999,0.7,2.0,1.0
1084,0.7999999999999999,0.7,3.0,1.0
1085,0.7999999999999999,0.7,4.0,0.8
1086,0.7999999999999999,0.7,5.0,0.8
1087,0.7999999999999999,0.7,6.0,0.8
1088,0.7999999999999999,0.7,7.0,0.8
1089,0.7999999999999999,0.7,8.0,0.8
1090,0.7999999999999999,0.7,9.0,0.8
1091,0.7999999999999999,0.7,10.0,0.8
1092,0.7999999999999999,0.7,11.0,0.8
1093,0.7999999999999999,0.7,12.0,0.8
1094,0.7999999999999999,0.7,13.0,0.8
1095,0.7999999999999999,0.7,14.0,0.8
1096,0.7999999999999999,0.7,15.0,0.8
1097,0.7999999999999999,0.7,16.0,0.8
1098,0.7999999999999999,0.7,17.0,0.8
1099,0.7999999999999999,0.7,18.0,0.8
1100,0.7999999999999999,0.7,19.0,0.8
1101,0.7999999999999999,0.7,20.0,0.8
1102,0.7999999999999999,0.7,21.0,0.8
1103,0.7999999999999999,0.7,22.0,0.8
1104,0.7999999999999999,0.7,23.0,0.8
1105,0.7999999999999999,0.7,24.0,0.6
1106,0.7999999999999999,0.7,25.0,0.6
1107,0.7999999999999999,0.7,26.0,0.6
1108,0.7999999999999999,0.7,27.0,0.6
1109,0.7999999999999999,0.7,28.0,0.6
1110,0.7999999999999999,0.7,29.0,0.6
1111,0.7999999999999999,0.7999999999999999,0.0,0.6
1112,0.7999999999999999,0.7999999999999999,1.0,1.0
1113,0.7999999999999999,0.7999999999999999,2.0,1.0
1114,0.7999999999999999,0.7999999999999999,3.0,1.0
1115,0.7999999999999999,0.7999999999999999,4.0,1.0
1116,0.7999999999999999,0.7999999999999999,5.0,1.0
1117,0.7999999999999999,0.7999999999999999,6.0,1.0
1118,0.7999999999999999,0.7999999999999999,7.0,1.0
1119,0.7999999999999999,0.7999999999999999,8.0,1.0
1120,0.7999999999999999,0.7999999999999999,9.0,1.0
1121,0.7999999999999999,0.7999999999999999,10.0,1.0
1122,0.7999999999999999,0.7999999999999999,11.0,1.0
1123,0.7999999999999999,0.7999999999999999,12.0,0.8
1124,0.7999999999999999,0.7999999999999999,13.0,0.8
1125,0.7999999999999999,0.7999999999999999,14.0,0.8
1126,0.7999999999999999,0.7999999999999999,15.0,0.8
1127,0.7999999999999999,0.7999999999999999,16.0,0.8
1128,0.7999999999999999,0.7999999999999999,17.0,0.8
1129,0.7999999999999999,0.7999999999999999,18.0,0.8
1130,0.7999999999999999,0.7999999999999999,19.0,0.8
1131,0.7999999999999999,0.7999999999999999,20.0,0.8
1132,0.7999999999999999,0.7999999999999999,21.0,0.8
1133,0.7999999999999999,0.7999999999999999,22.0,0.8
1134,0.7999999999999999,0.7999999999999999,23.0,0.8
1135,0.7999999999999999,0.7999999999999999,24.0,0.8
1136,0.7999999999999999,0.7999999999999999,25.0,0.8
1137,0.7999999999999999,0.7999999999999999,26.0,0.8
1138,0.7999999999999999,0.7999999999999999,27.0,0.8
1139,0.7999999999999999,0.7999999999999999,28.0,0.8
1140,0.7999999999999999,0.7999999999999999,29.0,0.8
1141,0.7999999999999999,0.8999999999999999,0.0,0.6
1142,0.7999999999999999,0.8999999999999999,1.0,0.8
1143,0.7999999999999999,0.8999999999999999,2.0,1.0
1144,0.7999999999999999,0.8999999999999999,3.0,1.0
1145,0.7999999999999999,0.8999999999999999,4.0,1.0
1146,0.7999999999999999,0.8999999999999999,5.0,0.8
1147,0.7999999999999999,0.8999999999999999,6.0,1.0
1148,0.7999999999999999,0.8999999999999999,7.0,1.0
1149,0.7999999999999999,0.8999999999999999,8.0,1.0
1150,0.7999999999999999,0.8999999999999999,9.0,1.0
1151,0.7999999999999999,0.8999999999999999,10.0,0.8
1152,0.7999999999999999,0.8999999999999999,11.0,1.0
1153,0.7999999999999999,0.8999999999999999,12.0,1.0
1154,0.7999999999999999,0.8999999999999999,13.0,1.0
1155,0.7999999999999999,0.8999999999999999,14.0,1.0
1156,0.7999999999999999,0.8999999999999999,15.0,1.0
1157,0.7999999999999999,0.8999999999999999,16.0,1.0
1158,0.7999999999999999,0.8999999999999999,17.0,1.0
1159,0.7999999999999999,0.8999999999999999,18.0,1.0
1160,0.7999999999999999,0.8999999999999999,19.0,1.0
1161,0.7999999999999999,0.8999999999999999,20.0,1.0
1162,0.7999999999999999,0.8999999999999999,21.0,0.8
1163,0.7999999999999999,0.8999999999999999,22.0,1.0
1164,0.7999999999999999,0.8999999999999999,23.0,1.0
1165,0.7999999999999999,0.8999999999999999,24.0,1.0
1166,0.7999999999999999,0.8999999999999999,25.0,1.0
1167,0.7999999999999999,0.8999999999999999,26.0,1.0
1168,0.7999999999999999,0.8999999999999999,27.0,0.8
1169,0.7999999999999999,0.8999999999999999,28.0,1.0
1170,0.7999999999999999,0.8999999999999999,29.0,0.8
1171,0.7999999999999999,0.9999999999999999,0.0,0.4
1172,0.7999999999999999,0.9999999999999999,1.0,0.2
1173,0.7999999999999999,0.9999999999999999,2.0,0.2
1174,0.7999999999999999,0.9999999999999999,3.0,0.4
1175,0.7999999999999999,0.9999999999999999,4.0,0.4
1176,0.7999999999999999,0.9999999999999999,5.0,0.2
1177,0.7999999999999999,0.9999999999999999,6.0,0.2
1178,0.7999999999999999,0.9999999999999999,7.0,0.6
1179,0.7999999999999999,0.9999999999999999,8.0,0.4
1180,0.7999999999999999,0.9999999999999999,9.0,0.4
1181,0.7999999999999999,0.9999999999999999,10.0,0.6
1182,0.7999999999999999,0.9999999999999999,11.0,0.2
1183,0.7999999999999999,0.9999999999999999,12.0,0.2
1184,0.7999999999999999,0.9999999999999999,13.0,0.2
1185,0.7999999999999999,0.9999999999999999,14.0,0.2
1186,0.7999999999999999,0.9999999999999999,15.0,0.6
1187,0.7999999999999999,0.9999999999999999,16.0,0.2
1188,0.7999999999999999,0.9999999999999999,17.0,0.2
1189,0.7999999999999999,0.9999999999999999,18.0,0.2
1190,0.7999999999999999,0.9999999999999999,19.0,0.2
1191,0.7999999999999999,0.9999999999999999,20.0,0.0
1192,0.7999999999999999,0.9999999999999999,21.0,0.2
1193,0.7999999999999999,0.9999999999999999,22.0,0.2
1194,0.7999999999999999,0.9999999999999999,23.0,0.2
1195,0.7999999999999999,0.9999999999999999,24.0,0.2
1196,0.7999999999999999,0.9999999999999999,25.0,0.2
1197,0.7999999999999999,0.9999999999999999,26.0,0.4
1198,0.7999999999999999,0.9999999999999999,27.0,0.6
1199,0.7999999999999999,0.9999999999999999,28.0,0.4
1200,0.7999999999999999,0.9999999999999999,29.0,0.4
1201,0.8999999999999999,0.7,0.0,0.8
1202,0.8999999999999999,0.7,1.0,1.0
1203,0.8999999999999999,0.7,2.0,1.0
1204,0.8999999999999999,0.7,3.0,1.0
1205,0.8999999999999999,0.7,4.0,0.8
1206,0.8999999999999999,0.7,5.0,0.8
1207,0.8999999999999999,0.7,6.0,0.8
1208,0.8999999999999999,0.7,7.0,0.8
1209,0.8999999999999999,0.7,8.0,0.8
1210,0.8999999999999999,0.7,9.0,0.8
1211,0.8999999999999999,0.7,10.0,0.8
1212,0.8999999999999999,0.7,11.0,0.8
1213,0.8999999999999999,0.7,12.0,0.8
1214,0.8999999999999999,0.7,13.0,0.8
1215,0.8999999999999999,0.7,14.0,0.8
1216,0.8999999999999999,0.7,15.0,0.8
1217,0.8999999999999999,0.7,16.0,0.8
1218,0.8999999999999999,0.7,17.0,0.8
1219,0.8999999999999999,0.7,18.0,0.8
1220,0.8999999999999999,0.7,19.0,0.8
1221,0.8999999999999999,0.7,20.0,0.8
1222,0.8999999999999999,0.7,21.0,0.8
1223,0.8999999999999999,0.7,22.0,0.8
1224,0.8999999999999999,0.7,23.0,0.8
1225,0.8999999999999999,0.7,24.0,0.6
1226,0.8999999999999999,0.7,25.0,0.6
1227,0.8999999999999999,0.7,26.0,0.6
1228,0.8999999999999999,0.7,27.0,0.6
1229,0.8999999999999999,0.7,28.0,0.6
1230,0.8999999999999999,0.7,29.0,0.6
1231,0.8999999999999999,0.7999999999999999,0.0,0.8
1232,0.8999999999999999,0.7999999999999999,1.0,1.0
1233,0.8999999999999999,0.7999999999999999,2.0,1.0
1234,0.8999999999999999,0.7999999999999999,3.0,1.0
1235,0.8999999999999999,0.7999999999999999,4.0,1.0
1236,0.8999999999999999,0.7999999999999999,5.0,1.0
1237,0.8999999999999999,0.7999999999999999,6.0,1.0
1238,0.8999999999999999,0.7999999999999999,7.0,1.0
1239,0.8999999999999999,0.7999999999999999,8.0,1.0
1240,0.8999999999999999,0.7999999999999999,9.0,1.0
1241,0.8999999999999999,0.7999999999999999,10.0,1.0
1242,0.8999999999999999,0.7999999999999999,11.0,1.0
1243,0.8999999999999999,0.7999999999999999,12.0,0.8
1244,0.8999999999999999,0.7999999999999999,13.0,0.8
1245,0.8999999999999999,0.7999999999999999,14.0,0.8
1246,0.8999999999999999,0.7999999999999999,15.0,0.8
1247,0.8999999999999999,0.7999999999999999,16.0,0.8
1248,0.8999999999999999,0.7999999999999999,17.0,0.8
1249,0.8999999999999999,0.7999999999999999,18.0,0.8
1250,0.8999999999999999,0.7999999999999999,19.0,0.8
1251,0.8999999999999999,0.7999999999999999,20.0,0.8
1252,0.8999999999999999,0.7999999999999999,21.0,0.8
1253,0.8999999999999999,0.7999999999999999,22.0,0.8
1254,0.8999999999999999,0.7999999999999999,23.0,0.8
1255,0.8999999999999999,0.7999999999999999,24.0,0.8
1256,0.8999999999999999,0.7999999999999999,25.0,0.8
1257,0.8999999999999999,0.7999999999999999,26.0,0.8
1258,0.8999999999999999,0.7999999999999999,27.0,0.8
1259,0.8999999999999999,0.7999999999999999,28.0,0.8
1260,0.8999999999999999,0.7999999999999999,29.0,0.8
1261,0.8999999999999999,0.8999999999999999,0.0,1.0
1262,0.8999999999999999,0.8999999999999999,1.0,1.0
1263,0.8999999999999999,0.8999999999999999,2.0,0.8
1264,0.8999999999999999,0.8999999999999999,3.0,1.0
1265,0.8999999999999999,0.8999999999999999,4.0,1.0
1266,0.8999999999999999,0.8999999999999999,5.0,1.0
1267,0.8999999999999999,0.8999999999999999,6.0,1.0
1268,0.8999999999999999,0.8999999999999999,7.0,1.0
1269,0.8999999999999999,0.8999999999999999,8.0,1.0
1270,0.8999999999999999,0.8999999999999999,9.0,1.0
1271,0.8999999999999999,0.8999999999999999,10.0,1.0
1272,0.8999999999999999,0.8999999999999999,11.0,0.8
1273,0.8999999999999999,0.8999999999999999,12.0,1.0
1274,0.8999999999999999,0.8999999999999999,13.0,1.0
1275,0.8999999999999999,0.8999999999999999,14.0,1.0
1276,0.8999999999999999,0.8999999999999999,15.0,1.0
1277,0.8999999999999999,0.8999999999999999,16.0,1.0
1278,0.8999999999999999,0.8999999999999999,17.0,1.0
1279,0.8999999999999999,0.8999999999999999,18.0,1.0
1280,0.8999999999999999,0.8999999999999999,19.0,1.0
1281,0.8999999999999999,0.8999999999999999,20.0,1.0
1282,0.8999999999999999,0.8999999999999999,21.0,1.0
1283,0.8999999999999999,0.8999999999999999,22.0,1.0
1284,0.8999999999999999,0.8999999999999999,23.0,1.0
1285,0.8999999999999999,0.8999999999999999,24.0,1.0
1286,0.8999999999999999,0.8999999999999999,25.0,1.0
1287,0.8999999999999999,0.8999999999999999,26.0,1.0
1288,0.8999999999999999,0.8999999999999999,27.0,1.0
1289,0.8999999999999999,0.8999999999999999,28.0,1.0
1290,0.8999999999999999,0.8999999999999999,29.0,1.0
1291,0.8999999999999999,0.9999999999999999,0.0,0.2
1292,0.8999999999999999,0.9999999999999999,1.0,0.4
1293,0.8999999999999999,0.9999999999999999,2.0,0.4
1294,0.8999999999999999,0.9999999999999999,3.0,0.4
1295,0.8999999999999999,0.9999999999999999,4.0,0.4
1296,0.8999999999999999,0.9999999999999999,5.0,0.4
1297,0.8999999999999999,0.9999999999999999,6.0,0.0
1298,0.8999999999999999,0.9999999999999999,7.0,0.0
1299,0.8999999999999999,0.9999999999999999,8.0,0.2
1300,0.8999999999999999,0.9999999999999999,9.0,0.2
1301,0.8999999999999999,0.9999999999999999,10.0,0.2
1302,0.8999999999999999,0.9999999999999999,11.0,0.2
1303,0.8999999999999999,0.9999999999999999,12.0,0.2
1304,0.8999999999999999,0.9999999999999999,13.0,0.4
1305,0.8999999999999999,0.9999999999999999,14.0,0.0
1306,0.8999999999999999,0.9999999999999999,15.0,0.0
1307,0.8999999999999999,0.9999999999999999,16.0,0.2
1308,0.8999999999999999,0.9999999999999999,17.0,0.2
1309,0.8999999999999999,0.9999999999999999,18.0,0.2
1310,0.8999999999999999,0.9999999999999999,19.0,0.2
1311,0.8999999999999999,0.9999999999999999,20.0,0.2
1312,0.8999999999999999,0.9999999999999999,21.0,0.2
1313,0.8999999999999999,0.9999999999999999,22.0,0.2
1314,0.8999999999999999,0.9999999999999999,23.0,0.0
1315,0.8999999999999999,0.9999999999999999,24.0,0.2
1316,0.8999999999999999,0.9999999999999999,25.0,0.2
1317,0.8999999999999999,0.9999999999999999,26.0,0.2
1318,0.8999999999999999,0.9999999999999999,27.0,0.4
1319,0.8999999999999999,0.9999999999999999,28.0,0.0
1320,0.8999999999999999,0.9999999999999999,29.0,0.4
1321,0.9999999999999999,0.7,0.0,0.8
1322,0.9999999999999999,0.7,1.0,1.0
1323,0.9999999999999999,0.7,2.0,1.0
1324,0.9999999999999999,0.7,3.0,1.0
1325,0.9999999999999999,0.7,4.0,0.8
1326,0.9999999999999999,0.7,5.0,0.8
1327,0.9999999999999999,0.7,6.0,0.8
1328,0.9999999999999999,0.7,7.0,0.8
1329,0.9999999999999999,0.7,8.0,0.8
1330,0.9999999999999999,0.7,9.0,0.8
1331,0.9999999999999999,0.7,10.0,0.8
1332,0.9999999999999999,0.7,11.0,0.8
1333,0.9999999999999999,0.7,12.0,0.8
1334,0.9999999999999999,0.7,13.0,0.8
1335,0.9999999999999999,0.7,14.0,0.8
1336,0.9999999999999999,0.7,15.0,0.8
1337,0.9999999999999999,0.7,16.0,0.8
1338,0.9999999999999999,0.7,17.0,0.8
1339,0.9999999999999999,0.7,18.0,0.8
1340,0.9999999999999999,0.7,19.0,0.8
1341,0.9999999999999999,0.7,20.0,0.8
1342,0.9999999999999999,0.7,21.0,0.8
1343,0.9999999999999999,0.7,22.0,0.8
1344,0.9999999999999999,0.7,23.0,0.8
1345,0.9999999999999999,0.7,24.0,0.6
1346,0.9999999999999999,0.7,25.0,0.6
1347,0.9999999999999999,0.7,26.0,0.6
1348,0.9999999999999999,0.7,27.0,0.6
1349,0.9999999999999999,0.7,28.0,0.6
1350,0.9999999999999999,0.7,29.0,0.6
1351,0.9999999999999999,0.7999999999999999,0.0,0.8
1352,0.9999999999999999,0.7999999999999999,1.0,1.0
1353,0.9999999999999999,0.7999999999999999,2.0,1.0
1354,0.9999999999999999,0.7999999999999999,3.0,1.0
1355,0.9999999999999999,0.7999999999999999,4.0,1.0
1356,0.9999999999999999,0.7999999999999999,5.0,1.0
1357,0.9999999999999999,0.7999999999999999,6.0,1.0
1358,0.9999999999999999,0.7999999999999999,7.0,1.0
1359,0.9999999999999999,0.7999999999999999,8.0,1.0
1360,0.9999999999999999,0.7999999999999999,9.0,1.0
1361,0.9999999999999999,0.7999999999999999,10.0,1.0
1362,0.9999999999999999,0.7999999999999999,11.0,1.0
1363,0.9999999999999999,0.7999999999999999,12.0,0.8
1364,0.9999999999999999,0.7999999999999999,13.0,0.8
1365,0.9999999999999999,0.7999999999999999,14.0,0.8
1366,0.9999999999999999,0.7999999999999999,15.0,0.8
1367,0.9999999999999999,0.7999999999999999,16.0,0.8
1368,0.9999999999999999,0.7999999999999999,17.0,0.8
1369,0.9999999999999999,0.7999999999999999,18.0,0.8
1370,0.9999999999999999,0.7999999999999999,19.0,0.8
1371,0.9999999999999999,0.7999999999999999,20.0,0.8
1372,0.9999999999999999,0.7999999999999999,21.0,0.8
1373,0.9999999999999999,0.7999999999999999,22.0,0.8
1374,0.9999999999999999,0.7999999999999999,23.0,0.8
1375,0.9999999999999999,0.7999999999999999,24.0,0.8
1376,0.9999999999999999,0.7999999999999999,25.0,0.8
1377,0.9999999999999999,0.7999999999999999,26.0,0.8
1378,0.9999999999999999,0.7999999999999999,27.0,0.8
1379,0.9999999999999999,0.7999999999999999,28.0,0.8
1380,0.9999999999999999,0.7999999999999999,29.0,0.8
1381,0.9999999999999999,0.8999999999999999,0.0,0.8
1382,0.9999999999999999,0.8999999999999999,1.0,1.0
1383,0.9999999999999999,0.8999999999999999,2.0,1.0
1384,0.9999999999999999,0.8999999999999999,3.0,1.0
1385,0.9999999999999999,0.8999999999999999,4.0,1.0
1386,0.9999999999999999,0.8999999999999999,5.0,1.0
1387,0.9999999999999999,0.8999999999999999,6.0,1.0
1388,0.9999999999999999,0.8999999999999999,7.0,1.0
1389,0.9999999999999999,0.8999999999999999,8.0,1.0
1390,0.9999999999999999,0.8999999999999999,9.0,1.0
1391,0.9999999999999999,0.8999999999999999,10.0,1.0
1392,0.9999999999999999,0.8999999999999999,11.0,1.0
1393,0.9999999999999999,0.8999999999999999,12.0,1.0
1394,0.9999999999999999,0.8999999999999999,13.0,1.0
1395,0.9999999999999999,0.8999999999999999,14.0,1.0
1396,0.9999999999999999,0.8999999999999999,15.0,1.0
1397,0.9999999999999999,0.8999999999999999,16.0,1.0
1398,0.9999999999999999,0.8999999999999999,17.0,1.0
1399,0.9999999999999999,0.8999999999999999,18.0,1.0
1400,0.9999999999999999,0.8999999999999999,19.0,1.0
1401,0.9999999999999999,0.8999999999999999,20.0,1.0
1402,0.9999999999999999,0.8999999999999999,21.0,1.0
1403,0.9999999999999999,0.8999999999999999,22.0,1.0
1404,0.9999999999999999,0.8999999999999999,23.0,1.0
1405,0.9999999999999999,0.8999999999999999,24.0,1.0
1406,0.9999999999999999,0.8999999999999999,25.0,1.0
1407,0.9999999999999999,0.8999999999999999,26.0,1.0
1408,0.9999999999999999,0.8999999999999999,27.0,1.0
1409,0.9999999999999999,0.8999999999999999,28.0,1.0
1410,0.9999999999999999,0.8999999999999999,29.0,0.8
1411,0.9999999999999999,0.9999999999999999,0.0,0.2
1412,0.9999999999999999,0.9999999999999999,1.0,0.2
1413,0.9999999999999999,0.9999999999999999,2.0,0.0
1414,0.9999999999999999,0.9999999999999999,3.0,0.2
1415,0.9999999999999999,0.9999999999999999,4.0,0.0
1416,0.9999999999999999,0.9999999999999999,5.0,0.0
1417,0.9999999999999999,0.9999999999999999,6.0,0.0
1418,0.9999999999999999,0.9999999999999999,7.0,0.2
1419,0.9999999999999999,0.9999999999999999,8.0,0.2
1420,0.9999999999999999,0.9999999999999999,9.0,0.0
1421,0.9999999999999999,0.9999999999999999,10.0,0.2
1422,0.9999999999999999,0.9999999999999999,11.0,0.0
1423,0.9999999999999999,0.9999999999999999,12.0,0.0
1424,0.9999999999999999,0.9999999999999999,13.0,0.0
1425,0.9999999999999999,0.9999999999999999,14.0,0.2
1426,0.9999999999999999,0.9999999999999999,15.0,0.0
1427,0.9999999999999999,0.9999999999999999,16.0,0.2
1428,0.9999999999999999,0.9999999999999999,17.0,0.2
1429,0.9999999999999999,0.9999999999999999,18.0,0.2
1430,0.9999999999999999,0.9999999999999999,19.0,0.2
1431,0.9999999999999999,0.9999999999999999,20.0,0.0
1432,0.9999999999999999,0.9999999999999999,21.0,0.0
1433,0.9999999999999999,0.9999999999999999,22.0,0.2
1434,0.9999999999999999,0.9999999999999999,23.0,0.0
1435,0.9999999999999999,0.9999999999999999,24.0,0.0
1436,0.9999999999999999,0.9999999999999999,25.0,0.0
1437,0.9999999999999999,0.9999999999999999,26.0,0.0
1438,0.9999999999999999,0.9999999999999999,27.0,0.2
1439,0.9999999999999999,0.9999999999999999,28.0,0.0
1440,0.9999999999999999,0.9999999999999999,29.0,0.0
